,keywords,question_text,y_pred
2024,"['derivatives', 'trigonometry', 'tangent line']","In this problem, please evaluate the trig functions without a calculator and do not use a decimal point in your answer.  $PAR An equation of the tangent line to the curve  \( y =   \sin (x) \) at \(x = @x[$p] \, \) is  \(y = \) \{ans_rule(7) \} \( + \)   \{ans_rule(7) \}  \( \cdot (x - @x[$p]) \) .   An equation of the tangent line to the curve  \( y =   \cos (x) \) at \(x = @x[$q] \, \) is  \(y = \) \{ans_rule(7) \} \(+\)  \{ans_rule(7) \} \( \cdot (x - @x[$q]) \)  .",[]
2025,"['differentiation', 'product', 'quotient']","    Use the Squeeze Theorem to evaluate the following limit. If the answer is positive infinite, type ""I""; if negative infinite, type ""N""; and if it does not exist, type ""D"". $PAR  \[\displaystyle\lim_{x \to \infty} \frac{\sin{x}}{x}\] $PAR    [By using a graphing calculator, one can see that \(f(x)=\displaystyle\frac{\sin{x}}{x}\) crosses its horizontal asymptote infinitely many times.]     \{ans_rule(10)\} ","['asymptote', 'limit']"
2026,"['graphs', 'transformtions', 'transformation', 'algebra']","The graph in plane A is of the equation \( x=2^y \). Match the color of each graph in plane B with the equation that fits it. Use the fact that each graph in B can be obtained from the original by applying just one of the basic transformations which we have learned.  \{ image(insertGraph($graphf), width=>200, height=>200) \}  \{ image(insertGraph($graphg), width=>200, height=>200) \}  Important!! You only have 3 attempts to get this problem right!","['transformtions', 'graphs']"
2027,"['multiple choice', 'template']","""\( e^{x^2} e^{x^{-1}} \) "",                 );  $mc -> extra( ""\( \displaystyle \frac{ e^{x^2} }{ e^x } \) "", );  $mc -> makeLast(""None of the above"");   ########################### #  Main text  Context()->texStrings; BEGIN_TEXT Additional instructions can be put here.  \{ $mc -> print_q() \}  \{ $mc -> print_a() \}","['derivatives', 'infinite', 'antiderivatives']"
2028,"['growth factor', 'growth rate', 'exponential functions']","Solve the following equation for \(x\):   \( $b\log(x) = $b2 \)   \(x = \) \{ ans_rule(20)\} \{ AnswerFormatHelp(""number"") \}","['growth factor', 'growth rate']"
2029,"['derivative extrema optimization', 'optimization', 'extrema', 'absolute']",Determine where the absolute extrema of \( \displaystyle f(x)=$f  \) on the interval \( $I \) occur. $PAR \{$al->print_q\},['algebra']
2030,"['differentiation', 'product', 'quotient']"," $PAR Evaluate the following limit. If the answer is positive infinite, type ""I""; if negative infinite, type ""N""; and if it does not exist, type ""D"". $PAR  \[\displaystyle\lim_{x \to \infty} \sqrt{\frac{12x^3-5x+ $a}{1+{$b}x^2+3x^3}}\] $PAR  \{ans_rule(10)\} ",[]
2031,['antiderivatives'], $PAR Let \(\displaystyle g(x)=\int^x_{$a }{($b+\sqrt{t})}dt.\)  Find \(g'(x).\)   $PAR \(g'(x) =\) \{ans_rule(50)\} ,[]
2032,"['dollar weighted rate of return', 'financial mathematics']","Gretchen invests $a dollars in a mutual fund on January 1.   On March 1, she learns that her fund balance is $b dollars,  and she then withdraws $c dollars. On August 1, her fund balance is $d dollars, and she then deposits $e1 dollars.  On the following January 1, her fund balance is $f dollars.  What is Gretchen's dollar-weighted rate of return?  (Assume simple interest and months of equal length.)  Answer = \{ &ans_rule(30) \} percent.  ","['dollar weighted rate of return', 'financial mathematics']"
2033,['eigenvalues eigenvectors'], Determine if \(v\) is an eigenvector of the matrix \(A\).     \{ $tf -> print_q \} ,['eigenvalues eigenvectors']
2034,"['algebraic expression', 'percent', 'mathematics for business']",Find the amount you need to repay  for a discounted loan if you borrow $DOLLAR$P for  $b months at $c$PERCENT?   Answer: $DOLLAR \{ans_rule(10)\},['calculus']
2035,['algebra']," Consider two fire towers in the Canadian wilderness.  Tower B is 40 miles due East of tower A.  The  guards notice a fire that  appears at a bearing of 70 degrees from Tower A, and a bearing of 310 degrees from Tower B.  The fire is at a distance \{ ans_rule(12) \} miles from the tower B (the closer of the two towers).   EOT  $pi=2.0*acos(0.0); $a=tan(20/180*$pi); $b=tan(40/180*$pi); $y=40*$a/($a+$b); $h=$b*$y; $d=sqrt($y**2+$h**2); ANS(num_cmp($d));    TEXT(EV3(<<'EOT'));  $BBOLD Hint:$EBOLD Draw a picture. EOT  SOLUTION(EV3(<<'EOT'));   $BBOLD Solution:$EBOLD  The situation is illustrated in this figure:  \{image(""p12.gif"", height => 664, width => 501);\}   We have a triangle where the angle at tower A is 20 degrees, and the angle at fire tower B is 40 degrees. Using the notation as indicated in the Figure we have \[\frac{h}{y} = \tan 40^\circ\] and  \[\frac{h}{x} = \frac{h}{40-y} = \tan 20^\circ.\]  Thus \[y\tan40^\circ = (40-y)\tan20^\circ.\]  This equation can be solved for \(y\) giving \[y = \frac{40\tan 20^\circ}{\tan 40^\circ + \tan 20^\circ}\]  Hence \[h =\frac{40\tan 40^\circ\tan 20^\circ}{\tan 40^\circ + \tan 20^\circ}\] and, finally, the distance \(d\) from tower B to the fire is  \[d= \sqrt{y^2+h^2 }\approx 15.80 \quad\hbox{miles.}\]   ",['algebra']
2036,"['differentiation', 'product', 'quotient']"," $PAR  Let \( h(x) = \begin{cases}       x & \textrm{if } x < 0 \\     x^2 & \textrm{if } 0 < x \leq 2 \\     8-x & \textrm{if } x > 2 \\ \end{cases} \)  $PAR Find each of the following limits. If the limit does not exist, enter ${BBOLD}DNE${EBOLD} below. $PAR  (a) \(\displaystyle \lim_{x \to 0^+} h(x)\) = \{ans_rule(10)\}  (b) \(\displaystyle \lim_{x \to 0} h(x)\) = \{ans_rule(10)\}  (c) \(\displaystyle \lim_{x \to 1} h(x)\) = \{ans_rule(10)\}  (d) \(\displaystyle \lim_{x \to 2^-} h(x)\) = \{ans_rule(10)\}  (e) \(\displaystyle \lim_{x \to 2^+} h(x)\) = \{ans_rule(10)\}  (f) \(\displaystyle \lim_{x \to 2} h(x)\) = \{ans_rule(10)\}  $PAR  ","['product', 'differentiation', 'quotient']"
2037,"['calculus', 'models', 'functions']","Suppose that \[     f(x) = \frac{$a}{x}, \quad     g(x) = x^3, \quad \mathrm{and} \quad     h(x) = $b x^2+$c. \] Find \((f \circ g \circ h)(x)\). $PAR \((f \circ g \circ h)(x)\) = \{ans_rule(25)\} $PAR $PAR","['models', 'algebra', 'composition', 'calculus', 'function', 'functions']"
2038,['equations']," Solve the equation \( x - $a = $b \).   \( x = \) \{ ans_rule(10) \} \{ AnswerFormatHelp(""number"") \} ",['linear equations']
2039,"['surface area', 'integration']"," $PAR Find the area of the surface obtained by rotating the curve \(y = \cos(2x),\,\, 0 \le x \le \pi/6,\) about the \(x\)-axis.  $PAR Area = \{ans_rule(30)\} ","['surface area', 'integration']"
2040,['algebra']," For the following linear systems enter the letter $BITALIC U$EITALIC if the system has a unique solution, the letter $BITALIC N$EITALIC if it has no solution, and the letter $BITALIC I$EITALIC if it has infinitely many solutions.      \{ ans_rule(5) \}. \[ \begin{array}{rcrcrcl} 3x &+& 4y &+& 5 z &=& 1 \\ 3x &-& 4y  &+&5z &=&  1 \\ x &+& y &+& z &=& 1 \\ \end{array} \] EOT ANS(str_cmp(""U""));  TEXT(EV2(<<EOT));    \{ ans_rule(5) \}. \[ \begin{array}{rcrcrcl} 3x &+& 4y &+& 5 z &=& 1 \\ x &+& 2y  &+&3z &=&  1 \\ 4x &+& 6y &+& 8z &=& 2 \\ \end{array} \] EOT ANS(str_cmp(""I""));  TEXT(EV2(<<EOT));    \{ ans_rule(5) \}. \[ \begin{array}{rcrcrcl} 3x &+& 4y &+& 5 z &=& 1 \\ x &+& 2y  &+&3z &=&  1 \\ 4x &+& 6y &+& 8z &=& 4 \\ \end{array} \] ",['algebra']
2041,['differential equation second order linear nonhomogeneous'],Find a particular solution to  \( y'' +  $d y =  $c \sec($b t) \).   \(y_{p} = \) \{ans_rule(60)\} ,['differential equation second order linear nonhomogeneous']
2042,"['indeterminant forms', 'derivatives', 'calculus', 'lhopitals rule']",Evaluate the limit \[ \lim_{ x \rightarrow \infty }  \sqrt{ x^2 + ${a}x + $b}  - x     \]  \{ans_rule(25) \} ,['limits']
2043,"['derivative extrema optimization', 'minimum', 'optimization maximum minimum', 'maximum', 'derivatives']","Find the absolute maximum and absolute minimum values of the function \[  f(x) = $f \] on each of the indicated intervals. $PAR (a) Interval = \([-3,-1]\). \{$a1->print_q\}  (b) Interval = \([-4,1]\). \{$a2->print_q\}  (c) Interval = \([-3,4]\). \{$a3->print_q\}","['maximum', 'minimum']"
2044,['intersection plane']," Determine whether the lines     \[L_1:   \frac{x - $pv[0]}{$v[0]} = \frac{y-$pv[1]}{$v[1]} = \frac{z - $pv[2]}{$v[2]}\] and  \[L_2:   \frac{x - $pw[0]}{$w[0]} = \frac{y-$pw[1]}{$w[1]} = \frac{z - $pw[2]}{$w[2]}\]     intersect, are skew, or are parallel.  If they intersect, determine the point of intersection; if not leave the remaining answer blanks empty.       Do/are the lines (intersect/skew/parallel):\{ans_rule()\} Point of intersection: (\{ans_rule(10)\}, \{ans_rule(10)\},\{ans_rule(10)\})  $PAR",['intersection plane']
2045,"['rational functions', 'partial fractions', 'algebra']","Find the partial fraction decomposition for the following rational expression. \[ \frac{x^2+$a}{x^3+x^2}=\frac{A}{x}+\frac{B}{x+1}+\frac{C}{x^2} \] $PAR Answer: \(A = \) \{ans_rule(20)\}, \(B = \) \{ans_rule(20)\}, and \(C = \) \{ans_rule(20)\} $PAR $HR","['rational functions', 'algebra', 'partial fractions']"
2046,"['solving equations', 'solving inequalities', 'absolute value']","Solve the inequality \( $eqn \).  Enter your answer as an inequality.   \{ ans_rule(30) \} \{ AnswerFormatHelp(""inequalities"") \}",['algebra']
2047,"['precalculus', 'trigonometry', 'unit circle']","If \( P(t)\) has coordinates ($a,$b), find the coordinates of $PAR a.   \( P(t+ \pi) \)      \( x \) = \{ans_rule(10) \} \( y \) = \{ans_rule(10) \} EOT ANS(num_cmp(-$a)); ANS(num_cmp(-$b));  TEXT(EV2(<<EOT)); $PAR b.  \( P(- t) \)     \( x \) = \{ans_rule(10) \} \( y \) = \{ans_rule(10) \} EOT ANS(num_cmp($a)); ANS(num_cmp(-$b));  TEXT(EV2(<<EOT)); $PAR c.  \( P(t- \pi) \)     \( x \) = \{ans_rule(10) \} \( y \) = \{ans_rule(10) \} EOT ANS(num_cmp(-$a)); ANS(num_cmp(-$b));  TEXT(EV2(<<EOT)); $PAR c.  \( P(- t- \pi) \)     \( x \) = \{ans_rule(10) \} \( y \) = \{ans_rule(10) \}","['derivative', 'calculus']"
2048,"['calculus', 'properties of integrals', 'fundamental theorem of calculus', 'integral', 'area']","${BBOLD}Part 1 of 2:${EBOLD}   This is a multi-part problem.  If \( F(t) = $Ftex \), find \( F^{\prime}(t) \).   \( F^{\prime}(t) = \) \{ ans_rule(20) \} END_TEXT    ###################################### #  Begin do not edit  ANS($ans_eval1 );  $ans_hash1 = $ans_eval1->evaluate($inputs_ref->{ANS_NUM_TO_NAME(1)});  if (1 == $ans_hash1->{score}) {   #  End do not edit #######################################  BEGIN_TEXT $PAR $HR ${BBOLD}Part 2 of 2:${EBOLD}    Evaluate the following integral using the Fundamental Theorem of Calculus.   \( \displaystyle \int_{$a}^{$b} $ftex \, dt  = \) \{ ans_rule(20) \}","['area', 'fundamental theorem of calculus', 'integral', 'calculus', 'properties of integrals']"
2049,"['exponent', 'algebra']",The expression  \[\sqrt{$a1}-\sqrt{$b1}\]  equals  \{ ans_rule(5) \}\(\times\sqrt{5}\).,[]
2050,"['variance', 'analysis', 'anova', 'f-test']"," The table below lists the body temperatures of six randomly selected subjects from each of three different age groups. Use the \( \alpha = $alpha \) significance level to test the claim that the three age-group populations have different mean  body temperatures.   \{begintable(4)\} \{row(' ' ,'16-20', '21-29', '30 and older')\} \{row('subject 1', $a[0], $b[0], $c[0])\} \{row('subject 2', $a[1], $b[1], $c[1])\} \{row('subject 3', $a[2], $b[2], $c[2])\} \{row('subject 4', $a[3], $b[3], $c[3])\} \{row('subject 5', $a[4], $b[4], $c[4])\} \{row('subject 6', $a[5], $b[5], $c[5])\} \{row('mean', $x1, $x2, $x3)\} \{row('standard deviation', $s1, $s2, $s3)\} \{endtable()\}     The variance between samples is \(ns_{\overline{x}}^2 = \) \{ans_rule(20)\}  The variance within samples is \( s_p^2 = \) \{ans_rule(20)\}  The test statistic is \( F = \) \{ans_rule(20)\}  The critical value is \( F = \) \{ans_rule(20)\}  \{$mc->print_q()\} \{$mc->print_a()\}  ","['statistics', 'hypothesis testing']"
2051,['matrix null space perpendicular subspace']," \{ mbox( 'Let \(W\) be the set of all vectors ', display_matrix([['a'], ['b'], ['c'], ['d']]), 'such that a - 2b = 4c and 2a = c + 3d.'  ) \}  \{$cmc1 -> print_q \}  \{$cmc1 -> print_a \} ",[]
2052,"['exponentials', 'logarithms']","Evaluate the following expressions. Your answers must be exact and in simplest form. $PAR (a) \( \ln e ^ { $a1 } = \) \{ans_rule(10) \} END_TEXT  $ans = $a1; ANS(num_cmp($ans, mode=>""strict""));  BEGIN_TEXT; $PAR (b) \( e ^ {\ln $b1 } = \) \{ans_rule(10) \} END_TEXT  $ans = $b1; ANS(num_cmp($ans, mode=>""strict""));  BEGIN_TEXT; $PAR (c) \(e ^ {\ln \sqrt { $d1 }  } = \) \{ans_rule(10) \} END_TEXT  $ans = sqrt($d1); ANS(num_cmp($ans));  BEGIN_TEXT; $PAR (d) \( \ln ( 1/e^ { $i1} ) = \) \{ans_rule(10) \}","['exponential', 'logarithmic', 'logarithms', 'applications', 'algebra', 'exponentials', 'calculus']"
2053,['algebra']," Suppose \(f\) and \(g\) are invertible functions, and the indicated compositions can be carried out. Then   \((f\circ g \circ g^{-1}\circ f^{-1})(x) =  \) \{ ans_rule(15) \}. EOT ANS(fun_cmp(""x"", vars=>[""x""]));    SOLUTION(EV3(<<'EOT'));   $BBOLD Solution:$EBOLD Here is a way to see that in general \[(f\circ g \circ g^{-1}\circ f^{-1})(x) = x\]  Just go back to the definition of composition, and inverse functions:  \[(f\circ g \circ g^{-1}\circ f^{-1})(x) = f(g(g^{-1}(f^{-1}(x)))) = f(f^{-1})(x)=x\]  using the fact that \[g(g^{-1}(f^{-1}(x))) = f^{-1}(x).\] ",['calculus']
2054,['quadratic functions'],"\{ ColumnTable( ""Match the each graph with its corresponding equation."". $ml->print_q() # no period! , # comma! $BCENTER. $ml->print_a(). . ""(Click on a graph to enlarge it)"". $ECENTER # no period! , # comma! indent => 0, separation => 30, valign => ""TOP"" ) \}",[]
2055,['calculus']," The purpose of this problem is to help you prepare for exam 3.  Some of the exam questions will not have been covered by the time this home work set opens (but of course they will be covered before the exam).  Here is a list of topics.  Make sure you understand everything about them.     Finding indefinite integrals (antiderivatives).  On the test, don't forget the integration constant!  To try your hand, enter here  any particular indefinite integral of  \(f(x) = \sin x \cos x\) (without the integration constant).  \(\int\sin x \cos x \hbox{d}x = \) \{ans_rule(20) \}.    Collapsing sums, particularly how to compute them.   Interpreting Riemann Sums as a definite integral.   Evaluating definite integrals   The Fundamental Theorem of Calculus       ","['work', 'substitution', 'integrals']"
2056,['integral substitution'],"Calculate the following definite integral. $PAR  \( \displaystyle \int_0^1 x^2\sqrt{$a x + $b}\,dx\) =  \{ ans_rule(\50)\}  $PAR  ",['calculus']
2057,['area between curves']," $PAR Find the area of the shaded region below.  $PAR  \{ image( $pictID1, height => 344, width => 368, tex_size=>300 )  \}  $PAR Area = \{ans_rule(30)\} ",[]
2058,"['calculus', 'derivatives', 'inverse trig functions']",BEGIN_TEXT Let \[ f(x) = x^{$r}\tan^{-1}($a x) \]  \( f'( x ) = \) \{ans_rule(40) \} END_TEXT,[]
2059,['plane'],"  Find an equation of the plane consisting of all points that are equidistant from ($p[0], $p[1], $p[2]) and ($q[0], $q[1], $q[2]), and having $pq[0] as the coefficient of \(x\).     \{ans_rule(60)\} = 0 ",[]
2060,"['fraction functions', 'algebra']",Simplify the expression  \[\frac{\frac{$a}{x-1}-\frac{$b}{x+1}}{\frac{x}{x-1}+\frac{1}{x+1}}\]  and give your answer in the form of \[\frac{f(x)}{g(x)}.\]   Your answer for the function \(f(x)\) is : \{ans_rule(20) \}  Your answer for the function \(g(x)\) is : \{ans_rule(20) \} ,['fraction functions']
2061,"['derivative', 'definition']","Let \( f(x) = $c \sqrt{x} ? {$b}\).  If \(h \neq 0\), then the difference  quotient can be simplified as \[ 	\frac{f(x + h) - f(x)}{h} = \frac{A}{\sqrt{Bx + Ch}  + \sqrt{x} }, \] where \(A\), \(B\), and \(C\) are constants.  (Note: It's possible for one or more of these constants to be 0.)  Find the constants.  $PAR \(A = \) \{ans_rule(10)\}, \(B = \) \{ans_rule(10)\}, and \(C = \) \{ans_rule(10)\}. $PAR Use your answer from above to find \(\displaystyle{f'(x) = \lim_{h\rightarrow 0} \frac{f(x + h) - f(x)}{h}} = \) \{ans_rule(20)\}.   Finally, find each of the following: $PAR \(f'(1) = \) \{ans_rule(10)\}, \(f'(2) = \) \{ans_rule(10)\}, and \(f'(3) = \) \{ans_rule(10)\}. ","['difference quotient', 'definition', 'calculus']"
2062,"['calculus', 'fundamental theorem of calculus', 'riemann integral', 'integrals']",Find a function \( f \) and a number \( a \) such that \[ $b + \int_{a}^{x} \frac {f(t)} {t^{$m}} dt = $c x^{$n} \] $PAR EOT  HINT(EV2(<<EOT)); There are two ways to solve this problem. $PAR The first (and better) way is to differentiate both sides of the above equation using the Fundamental Theorem of Calculus (Part I) on the integral.  This will give an equation that can be solved for f(x).  The value of the number a can be determined by normal integration (i.e. the Evaluation Theorem) of the original equation. $PAR The second way (and a bit harder) is to simply guess the form of f(x) and do normal integration to see if you are right.  The value of the number a is determined as in the preceding paragraph above. $PAR EOT  TEXT(EV2(<<EOT)); \( f(x) = \) \{ans_rule( 20)\} $PAR \( a = \) \{ans_rule( 20)\},['fundamental theorem of calculus integral']
